7432,41128,2,9,True
18466,47707,8,5,False
9266,14353,2,1,False
49403,43506,6,5,False
28294,37908,2,3,True
6243,1908,8,3,False
33871,14948,6,1,False
36024,13281,9,8,False
14181,30067,1,8,True
57950,52127,4,9,True
53737,48873,8,3,False
44884,28336,9,2,False
10335,17771,6,1,False
22585,49184,8,7,False
25461,5987,0,3,True
23005,56502,5,8,True
17774,38775,4,9,True
30748,46900,0,3,True
25366,59419,0,1,True
35406,19686,5,0,False
12848,37055,8,7,False
44199,2961,0,3,True
19444,49784,2,5,True
15600,55120,0,9,True
24366,18644,1,8,True
40880,55590,1,6,True
10506,24823,5,8,True
13478,44788,3,0,False
45702,45093,6,3,False
42409,39132,6,5,False
48646,34248,4,9,True
10547,30925,7,2,False
42764,17286,0,1,True
21772,44015,6,7,True
54802,14734,6,1,False
51854,21189,5,8,True
4392,17143,6,7,True
58830,37964,1,2,True
13670,43795,3,6,True
25370,58997,7,6,False
17805,9240,2,1,False
15824,49707,7,4,False
48064,39098,3,6,True
57855,39032,1,2,True
14653,23219,2,1,False
33065,32676,2,9,True
3115,48671,6,5,False
41899,9875,6,1,False
50999,45486,7,2,False
38303,4210,1,6,True
24464,39823,7,0,False
16875,33936,4,1,False
48128,43753,0,5,True
43836,59000,1,6,True
49506,42822,9,4,False
7189,19709,3,0,False
30363,10211,0,5,True
46373,58396,9,0,False
50835,32114,4,3,False
32555,7095,9,6,False
42693,54223,2,1,False
25073,9875,4,1,False
51931,34603,2,9,True
38487,21764,1,6,True
1233,7465,3,0,False
56622,55421,9,4,False
3833,15357,2,9,True
37973,56580,6,9,True
5546,48820,7,2,False
4597,52553,0,9,True
8264,44091,3,4,True
35272,10980,3,6,True
33837,58158,3,8,True
36113,13628,6,3,False
45807,20936,7,0,False
43196,43430,3,2,False
28064,59974,7,2,False
16627,7795,2,7,True
22670,4154,4,3,False
37091,37772,6,9,True
14712,37782,0,1,True
47293,4592,4,7,True
4469,14724,2,1,False
22175,55419,8,3,False
32964,15943,3,4,True
32521,43024,2,7,True
34597,8832,3,4,True
15578,52343,1,4,True
27299,52014,8,3,False
6083,6469,1,4,True
22708,28401,3,8,True
57596,29977,8,5,False
43655,43301,6,3,False
3938,27001,3,4,True
57450,51557,8,7,False
12790,15947,4,3,False
30033,34391,6,5,False
27031,12235,3,8,True
16762,29708,8,5,False
53883,28396,4,9,True
43581,3283,6,7,True
50275,6020,6,1,False
10744,27252,7,2,False
30917,14279,7,8,True
3879,58159,2,9,True
24306,146,1,8,True
16981,52297,9,6,False
18251,28364,9,8,False
10003,12665,9,0,False
3871,14000,2,1,False
21057,48125,4,7,True
3257,39075,9,0,False
56858,32256,8,9,True
34028,3685,4,5,True
12398,54864,4,1,False
4509,38225,2,1,False
7990,25888,6,7,True
39730,37139,4,1,False
39821,5419,7,6,False
42282,39039,7,0,False
16700,13641,7,0,False
15308,17859,1,8,True
8436,44893,7,0,False
21239,29329,6,5,False
30678,574,0,3,True
35992,4752,2,5,True
17836,32434,2,3,True
58738,22349,0,1,True
56658,16382,5,8,True
18234,10491,5,4,False
53716,36375,3,2,False
53820,39310,4,7,True
42946,54466,9,4,False
6910,42651,2,9,True
7703,16935,4,7,True
37039,47769,8,5,False
18913,17425,4,1,False
22991,46113,4,1,False
44192,42362,3,0,False
32409,32746,3,0,False
56403,58339,2,3,True
5963,42365,1,8,True
18578,53433,4,5,True
22375,224,0,1,True
17600,40977,2,9,True
47681,29584,1,4,True
668,36003,0,7,True
58883,4885,6,5,False
34987,2397,3,6,True
36980,37378,6,1,False
8493,27553,2,3,True
24441,19731,6,1,False
23974,57927,4,7,True
16746,43859,6,7,True
22664,52033,9,8,False
50011,39909,2,3,True
15854,59654,0,5,True
54067,51522,6,3,False
27638,56791,0,3,True
11554,49124,3,0,False
27600,50374,2,3,True
10587,17088,4,3,False
58137,24516,2,5,True
31497,55353,0,3,True
12836,54432,3,2,False
20502,22399,2,7,True
1605,14332,0,9,True
25553,22027,3,2,False
55728,4609,5,8,True
22493,42862,3,0,False
43705,56244,1,4,True
1746,7691,7,0,False
11516,38839,7,2,False
2471,7227,9,4,False
22135,48605,1,6,True
40497,27960,2,3,True
59967,24692,8,7,False
16333,2951,5,8,True
34823,104,4,1,False
28890,23353,6,1,False
42715,22152,9,0,False
56536,42651,8,9,True
46244,20161,5,0,False
42886,27381,3,8,True
25809,46623,3,4,True
8481,35557,6,3,False
26949,44427,9,8,False
49930,43544,6,9,True
