1705,49457,4,8,True
15718,14353,7,1,False
49111,6817,0,4,True
39467,28294,2,2,False
2002,6243,8,8,False
15591,33871,6,6,False
37549,13281,6,8,True
14181,28812,1,7,True
52127,56032,9,5,False
50618,53737,6,8,True
46680,28336,0,2,True
17771,10046,1,7,True
50938,22585,6,8,True
6179,25461,0,0,False
24047,56502,4,8,True
38775,16938,9,1,False
48684,30748,8,0,False
25366,5226,0,6,True
53435,40436,9,7,False
37055,12383,7,1,False
3040,44199,8,0,False
51579,19444,4,2,False
57030,15600,8,0,False
25475,18644,6,8,True
40880,53740,1,3,True
10506,23752,5,7,True
13478,43094,3,9,True
45093,43950,3,9,True
40689,42409,8,6,False
35769,48646,4,4,False
10869,30925,4,2,False
17286,59630,1,3,True
45769,21772,0,6,True
15344,54802,0,6,True
53677,21189,6,8,True
17143,4290,7,5,False
37964,58432,2,4,True
13670,42164,3,7,True
25370,57004,7,3,False
9240,16959,1,5,True
16542,49707,4,4,False
48064,37540,3,3,False
57855,37455,1,1,False
23219,14099,1,3,True
34136,33065,2,2,False
50433,3115,4,6,True
10168,41899,0,6,True
52834,45486,2,2,False
38303,4121,1,3,True
24464,38276,7,1,False
33936,16125,1,3,True
45475,48128,0,0,False
45569,59000,6,6,False
49506,41233,9,3,False
7189,18790,3,1,False
10211,29108,5,9,True
48211,58396,2,0,False
32114,49081,3,3,False
34020,7095,8,6,False
54223,41094,1,5,True
10168,25073,0,4,True
36120,51931,2,2,False
40034,21764,6,6,False
1233,7209,3,3,False
56622,53586,9,3,False
15357,3768,9,5,False
58543,37973,8,6,False
5692,48820,0,2,True
52553,4480,9,5,False
8567,44091,4,4,False
35272,10666,3,3,False
33837,56224,3,5,True
13628,59854,3,1,False
47608,20936,4,0,False
43196,41812,3,1,False
28064,57978,7,7,False
7795,15900,7,7,False
4243,22670,6,4,False
39332,37091,6,6,False
39339,14712,4,0,False
4705,47293,8,4,False
15334,4469,6,2,False
57321,22175,0,8,True
34447,15943,6,4,False
43024,31174,7,1,False
36107,8832,0,4,True
15578,50522,1,9,True
52014,26096,3,1,False
6281,6469,6,4,False
22708,27139,3,5,True
29977,55702,5,9,True
45021,43655,0,6,True
4006,27001,8,4,False
51557,55543,7,1,False
16679,12790,0,4,True
35916,30033,8,6,False
28293,12235,2,8,True
29708,16014,5,1,False
29657,53883,2,4,True
3350,43581,4,6,True
6215,50275,4,6,True
11048,27252,6,2,False
30917,13736,7,3,False
58159,3804,9,7,False
25393,146,6,8,True
16981,59703,9,7,False
18251,27103,9,7,False
10003,12233,9,7,False
14000,3798,1,7,True
49916,21057,2,4,True
3325,39075,6,0,False
32256,59234,9,5,False
3759,34028,8,4,False
56762,12398,2,4,True
39763,4509,4,2,False
27085,7990,8,6,False
38717,39730,4,4,False
41363,5419,8,6,False
42282,37464,7,3,False
16700,13145,7,5,False
15308,17006,1,5,True
8436,43196,7,3,False
29329,20227,5,7,True
656,30678,0,0,False
4848,35992,8,2,False
33897,17836,2,2,False
23380,58738,0,0,False
58623,16382,6,8,True
18234,10183,5,9,True
53716,34844,3,9,True
39310,51988,7,7,False
44632,54466,4,4,False
42651,6675,9,7,False
17773,7703,6,4,False
49518,37039,0,8,True
18294,18913,4,4,False
47924,22991,2,4,True
45964,42362,2,0,False
32409,31370,3,1,False
58339,58519,3,9,True
6144,42365,2,8,True
53433,17698,5,9,True
241,22375,6,0,False
42568,17600,2,2,False
49434,29584,2,4,True
36003,600,7,9,True
5002,58883,4,6,True
36549,2397,0,6,True
37378,35444,1,9,True
28799,8493,4,2,False
20709,24441,8,6,False
59926,23974,8,4,False
45590,16746,4,6,True
23679,52033,0,8,True
39909,48228,3,7,True
15854,57641,0,6,True
53339,54067,0,6,True
58777,27638,8,0,False
11957,49124,0,0,False
50374,59984,3,1,False
51667,43080,9,3,False
17934,10587,4,4,False
25626,58137,0,2,True
57237,31497,8,0,False
13340,54432,4,2,False
22399,19526,7,1,False
14902,1605,8,0,False
26720,22027,8,2,False
55728,4492,5,1,False
22493,41266,3,1,False
43705,54369,1,9,True
1746,7422,7,3,False
11516,37250,7,3,False
2471,6986,9,7,False
22135,46828,1,9,True
27960,38943,3,7,True
25804,59967,2,8,True
17089,2951,2,8,True
104,33348,1,7,True
24418,28890,2,6,True
44372,22152,0,0,False
42651,54640,9,5,False
48062,20161,8,0,False
42886,26182,3,1,False
25809,44824,3,9,True
35557,8194,3,1,False
28190,44427,4,8,True
43544,48132,9,5,False
41118,38080,8,2,False
26041,35149,7,1,False
20419,19272,8,6,False
28802,52421,8,6,False
29857,28314,9,7,False
43442,13732,5,5,False
51106,58084,3,3,False
44030,5629,0,6,True
33054,42681,3,3,False
6032,52714,3,9,True
44977,20846,4,0,False
53785,13303,0,6,True
