8098,9408,0,9,True
7841,4798,3,6,True
4394,5745,6,7,True
4914,1591,6,3,False
9264,9257,0,7,True
8925,9760,4,1,False
4166,7652,0,9,True
5040,8648,7,2,False
1383,1116,3,4,True
4496,1917,8,5,False
68,7345,3,2,False
3902,5436,5,2,False
1783,4952,7,6,False
538,5602,8,9,True
8355,3814,4,5,True
5144,1907,9,0,False
880,3021,7,2,False
2098,4864,2,1,False
9980,340,2,5,True
4478,3891,8,9,True
794,9808,0,9,True
4805,3673,2,1,False
2030,1267,5,8,True
5247,3628,9,2,False
2715,8248,4,7,True
1328,106,7,2,False
6743,9418,1,8,True
8152,4771,0,5,True
9766,7591,4,1,False
2146,675,8,1,False
702,1231,7,0,False
8353,8362,2,3,True
5405,2095,0,7,True
9151,8107,7,4,False
6382,391,3,8,True
7970,3638,6,1,False
9540,4705,1,2,True
4604,9643,0,1,True
1311,9763,9,0,False
6260,4041,3,8,True
8301,4580,8,1,False
343,3939,3,6,True
9592,7128,4,9,True
4997,5211,2,1,False
4197,2238,4,7,True
6883,7110,1,6,True
6083,9373,1,6,True
3707,4809,8,5,False
3800,7356,6,7,True
2987,8649,5,8,True
2962,2644,0,5,True
6023,7139,3,0,False
2325,2205,7,4,False
5662,285,5,2,False
7171,980,1,2,True
9445,6352,3,2,False
4214,7210,7,6,False
3950,6280,9,0,False
8992,8417,0,7,True
8887,9251,1,6,True
2927,2422,3,6,True
6994,2892,6,9,True
6426,7582,0,1,True
4385,7993,2,3,True
4567,7217,4,1,False
1495,9167,3,0,False
4234,6180,3,2,False
8742,3914,7,6,False
1465,6606,4,7,True
1620,1193,2,1,False
7294,7218,5,4,False
6270,9745,5,4,False
9736,5896,6,1,False
7734,2092,7,2,False
342,861,1,6,True
4062,2965,0,1,True
1824,7077,2,5,True
938,4265,3,4,True
4192,3386,4,1,False
8153,5891,2,5,True
715,3386,2,1,False
4314,2466,9,6,False
6931,5050,4,9,True
8668,6371,6,3,False
2497,1570,9,0,False
8749,3465,7,4,False
7596,1442,6,3,False
4088,5690,9,6,False
1818,9323,6,7,True
9256,454,6,9,True
6453,2708,3,4,True
294,6374,0,1,True
2832,6350,5,6,True
2727,3384,5,2,False
2714,526,0,3,True
9546,1855,7,8,True
8844,1496,2,7,True
4538,5801,1,6,True
2839,4377,5,4,False
322,9954,9,2,False
6251,1281,4,5,True
9434,8648,1,2,True
1445,6105,0,7,True
4430,6657,3,8,True
8550,9198,2,9,True
2509,2086,4,3,False
105,2148,9,4,False
994,2043,1,4,True
3691,1578,5,6,True
2613,1630,4,1,False
8678,6474,7,4,False
7161,4932,0,1,True
1664,1315,8,3,False
4698,1695,6,9,True
4863,4963,8,9,True
7319,285,1,2,True
5789,3980,7,0,False
4106,7907,3,0,False
7102,6606,4,7,True
7694,1979,8,9,True
3607,1186,4,7,True
9140,8446,1,6,True
5710,8768,8,1,False
6180,627,2,9,True
1447,5257,5,0,False
7198,5687,8,3,False
8787,1290,8,3,False
6413,3727,3,8,True
5173,695,8,1,False
5116,598,6,9,True
1351,1701,1,4,True
