13960,39037,8,0,False
4650,4744,2,0,False
48510,5915,1,1,False
36289,2431,5,7,True
49893,31755,3,1,False
46399,50953,8,2,False
45613,54157,4,8,True
57162,47215,0,4,True
40395,1096,6,2,False
19295,43324,9,9,False
52776,8185,5,1,False
58146,58027,0,6,True
37649,7200,3,9,True
37212,19509,7,7,False
28112,20172,2,4,True
31297,20572,0,6,True
37139,55386,1,1,False
17579,7653,2,2,False
20909,55595,7,9,True
50131,25910,3,1,False
40799,35052,9,1,False
52240,7971,3,1,False
45590,29259,4,8,True
6574,31832,6,8,True
3796,4760,9,5,False
1224,7984,6,4,False
16783,23318,3,1,False
34870,22922,8,2,False
9221,56750,1,1,False
11256,49775,4,2,False
29484,51355,4,6,True
34615,49935,9,5,False
7311,46465,5,3,False
14754,45633,8,6,False
23584,13769,2,0,False
29234,10210,9,3,False
12328,22596,4,0,False
41301,17064,2,0,False
43892,28085,6,6,False
48302,28277,3,5,True
15468,54552,7,1,False
8774,35439,6,6,False
14632,52796,6,2,False
48527,10853,2,6,True
11829,6050,7,7,False
20003,17228,3,7,True
20741,13527,4,2,False
17345,18978,8,2,False
33396,6334,1,9,True
13636,35796,1,3,True
46975,54180,0,8,True
49705,2301,5,1,False
35319,54582,4,4,False
24433,50547,2,4,True
49901,22142,8,6,False
34469,53762,8,2,False
54662,50160,6,6,False
52349,43040,8,2,False
17525,21401,7,1,False
26164,27094,2,0,False
5981,12665,0,0,False
45944,51192,9,9,False
8737,26722,4,0,False
5073,16629,1,5,True
50873,8769,8,4,False
38860,7238,1,5,True
23398,24840,8,0,False
19754,20372,6,8,True
1193,45580,8,6,False
1371,12619,0,8,True
12296,40170,7,7,False
35118,31556,9,1,False
5566,17098,6,6,False
18217,3946,8,4,False
24127,14415,6,4,False
3797,20638,1,9,True
1068,29861,3,9,True
43394,13844,2,2,False
28923,58982,0,0,False
14572,31354,4,2,False
5138,54169,4,2,False
10919,45623,0,6,True
51464,51510,0,8,True
7984,40192,4,8,True
6298,36354,3,5,True
13180,25821,7,9,True
37429,5018,4,6,True
38656,32764,5,3,False
15919,35026,8,6,False
53623,34074,9,1,False
57681,47938,9,5,False
41228,89,0,4,True
31966,54786,1,1,False
4088,18432,4,6,True
53696,7232,5,5,False
5233,33057,9,7,False
15730,9288,1,1,False
46202,47894,7,9,True
193,51666,7,1,False
2062,20634,6,4,False
50647,51200,1,9,True
26298,7581,0,6,True
49889,50133,0,8,True
42460,44228,1,9,True
57631,15834,1,5,True
30461,22937,3,1,False
26565,28863,0,4,True
53688,39124,3,3,False
12021,15197,5,5,False
16106,45978,9,7,False
2349,9962,8,2,False
22449,6215,6,4,False
23218,9235,3,7,True
48846,26875,4,2,False
28486,7567,0,2,True
10183,41063,9,5,False
17241,12864,2,2,False
26617,28421,1,7,True
56469,45622,0,6,True
4611,20459,9,1,False
27020,1847,1,5,True
14932,37262,2,4,True
17913,9493,4,4,False
38927,8652,3,1,False
5467,43926,3,7,True
16501,6284,0,8,True
1118,4878,1,3,True
48018,54685,4,0,False
59167,55511,2,4,True
11654,415,0,8,True
46050,10700,2,0,False
55134,25953,6,0,False
51975,58169,1,9,True
15523,59808,1,3,True
31021,7388,3,7,True
27213,26672,4,8,True
1240,45834,6,4,False
54672,48516,4,2,False
39475,48346,6,6,False
19280,55267,3,1,False
8265,24948,6,6,False
3640,27592,7,7,False
33456,8967,1,3,True
2740,2182,3,5,True
34625,52217,1,7,True
28348,41576,8,4,False
41930,14419,4,0,False
44001,37480,9,7,False
56308,12908,1,7,True
13733,6481,1,7,True
11925,9418,9,3,False
26208,15080,3,3,False
22449,56240,6,6,False
6139,54885,6,6,False
3410,2026,0,8,True
7618,19631,3,3,False
30272,59421,4,0,False
20254,13721,9,1,False
43272,8609,4,2,False
43687,15166,8,6,False
7644,48214,7,5,False
28139,45325,4,4,False
37442,52856,6,6,False
12212,2989,1,9,True
31210,3090,7,9,True
38760,12464,9,7,False
27250,38837,1,1,False
56562,48815,6,0,False
31030,21880,8,2,False
25472,21335,9,7,False
21233,51447,5,1,False
56744,17460,1,3,True
3833,33478,2,4,True
6438,47182,9,7,False
51332,6734,3,9,True
1704,25574,4,2,False
46959,16987,8,0,False
43675,22225,4,0,False
31970,26365,2,4,True
58281,9147,6,4,False
23362,27591,0,4,True
41483,55700,9,7,False
17233,4180,8,4,False
45023,48409,6,6,False
12714,2531,5,3,False
9886,15592,7,9,True
45586,40256,3,3,False
40280,38351,0,8,True
49524,6480,6,2,False
12787,47666,9,7,False
44689,51438,4,6,True
31018,14197,9,7,False
57734,27279,3,3,False
58272,24928,7,7,False
17426,43153,6,2,False
24490,14667,5,9,True
40742,12376,7,5,False
7248,46560,4,0,False
32994,59673,6,6,False
49123,35891,1,3,True
18129,45679,8,8,False
7666,40826,3,1,False
35491,29693,3,9,True
21987,59584,9,5,False
27876,54468,9,1,False
41329,52500,9,9,False
27794,26622,6,6,False
48709,38456,7,9,True
39577,47131,6,2,False
8115,42312,3,5,True
33543,17143,7,7,False
50662,13810,5,7,True
3464,8084,1,7,True
53209,18583,3,1,False
49155,38084,4,6,True
36066,48110,8,8,False
4724,48547,6,0,False
18975,30483,3,3,False
51735,29614,2,0,False
29609,34239,1,3,True
3325,52159,6,8,True
37286,18452,1,1,False
22706,27105,0,8,True
38457,24932,9,1,False
8944,8774,4,6,True
33973,53736,5,9,True
52293,4172,4,4,False
51421,31008,3,5,True
58709,661,8,4,False
6567,44197,6,6,False
20,21355,4,0,False
51002,53685,0,0,False
22932,5295,0,4,True
40662,16867,3,3,False
13657,54147,1,3,True
47919,37740,5,5,False
19653,58254,2,2,False
50160,31109,6,0,False
36498,8649,7,5,False
38061,24909,2,8,True
57399,50033,3,3,False
56754,39895,3,9,True
40503,2753,8,4,False
48835,36983,4,8,True
24858,11253,0,6,True
534,36694,6,2,False
59107,51844,7,5,False
14799,53357,5,3,False
7514,58354,8,6,False
45818,21219,2,2,False
38450,17134,6,0,False
3251,43422,8,0,False
53704,28075,3,3,False
44371,46101,2,6,True
51088,4298,7,7,False
20138,37717,9,5,False
52832,39496,0,6,True
58024,15441,8,6,False
36827,38674,9,9,False
59083,56275,7,3,False
57435,43554,0,0,False
54839,32291,5,7,True
40660,28381,4,8,True
